"feature"	"method"	"group1"	"group2"	"group3"	"group4"	"group5"	"group6"	"p_values"	"adj_method"	"p_adjust"	"description"
"PWY-6126"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0530090715249566	"BH"	0.155888365171359	"superpathway of adenosine nucleotides de novo biosynthesis II"
"PWY-6141"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.411009097133187	"BH"	0.454136473949944	"archaetidylserine and archaetidylethanolamine biosynthesis"
"PWY-6147"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0947222599871539	"BH"	0.190142619248557	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"
"PWY-6148"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.260521921814278	"BH"	0.329516873611691	"tetrahydromethanopterin biosynthesis"
"PWY-6151"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0511218337235476	"BH"	0.155888365171359	"S-adenosyl-L-methionine cycle I"
"PWY-6163"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0494690547251274	"BH"	0.155888365171359	"chorismate biosynthesis from 3-dehydroquinate"
"PWY-6165"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.220266701093832	"BH"	0.296630349392926	"chorismate biosynthesis II (archaea)"
"PWY-6167"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.549893793765473	"BH"	0.569925706488437	"flavin biosynthesis II (archaea)"
"PWY-6174"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.251144996665666	"BH"	0.320034322026098	"mevalonate pathway II (archaea)"
"PWY-6182"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0294389409260564	"BH"	0.142692558867405	"superpathway of salicylate degradation"
"PWY-6185"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.863364969422741	"BH"	0.868332546922296	"4-methylcatechol degradation (ortho cleavage)"
"PWY-621"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00142767185178283	"BH"	0.0330666552051073	"sucrose degradation III (sucrose invertase)"
"PWY-6210"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00035096383528581	"BH"	0.0116547990732163	"2-aminophenol degradation"
"PWY-622"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.473919919368318	"BH"	0.506984099789364	"starch biosynthesis"
"PWY-6263"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0556966825037343	"BH"	0.155888365171359	"superpathway of menaquinol-8 biosynthesis II"
"PWY-6269"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.316284365575353	"BH"	0.374062970924031	"adenosylcobalamin salvage from cobinamide II"
"PWY-6277"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0566302202337249	"BH"	0.155888365171359	"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"PWY-6282"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00497719227885977	"BH"	0.0750011388228179	"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"
"PWY-6317"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0383561712513568	"BH"	0.155888365171359	"galactose degradation I (Leloir pathway)"
"PWY-6338"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.288690439719889	"BH"	0.353382975231348	"superpathway of vanillin and vanillate degradation"
"PWY-6339"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.199483157054687	"BH"	0.288178973993052	"syringate degradation"
"PWY-6349"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.447937680766235	"BH"	0.484526649739714	"CDP-archaeol biosynthesis"
"PWY-6350"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.464863167903041	"BH"	0.499128266274273	"archaetidylinositol biosynthesis"
"PWY-6353"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0365582083872683	"BH"	0.155106185099381	"purine nucleotides degradation II (aerobic)"
"PWY-6383"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0138468461697398	"BH"	0.114171165588232	"mono-trans, poly-cis decaprenyl phosphate biosynthesis"
"PWY-6385"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0561860151431915	"BH"	0.155888365171359	"peptidoglycan biosynthesis III (mycobacteria)"
"PWY-6386"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0562268979966549	"BH"	0.155888365171359	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"
"PWY-6387"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0593445568021189	"BH"	0.155888365171359	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"
"PWY-6396"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0253509255775546	"BH"	0.135426763053738	"superpathway of 2,3-butanediol biosynthesis"
"PWY-6397"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.227737978616743	"BH"	0.299763544143123	"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6404"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.225876867444327	"BH"	0.299763544143123	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6467"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0400698509570891	"BH"	0.155888365171359	"Kdo transfer to lipid IVA III (Chlamydia)"
"PWY-6470"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000662604616718262	"BH"	0.0180973885941175	"peptidoglycan biosynthesis V (&beta;-lactam resistance)"
"PWY-6471"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0838223014552942	"BH"	0.180001698948224	"peptidoglycan biosynthesis IV (Enterococcus faecium)"
"PWY-6478"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0219741623257765	"BH"	0.133370957449504	"GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"
"PWY-6505"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00091233779699761	"BH"	0.0236393855402135	"L-tryptophan degradation XII (Geobacillus)"
"PWY-6507"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00380697816974726	"BH"	0.0707935940501937	"4-deoxy-L-threo-hex-4-enopyranuronate degradation"
"PWY-6519"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.517980578893459	"BH"	0.543290701819078	"8-amino-7-oxononanoate biosynthesis I"
"PWY-6545"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.20004017934049	"BH"	0.288506793306251	"pyrimidine deoxyribonucleotides de novo biosynthesis III"
"PWY-6562"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.418430469368796	"BH"	0.459295022862751	"norspermidine biosynthesis"
"PWY-6572"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.516994382700314	"BH"	0.543092656827012	"chondroitin sulfate degradation I (bacterial)"
"PWY-6581"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00739253136570191	"BH"	0.0824620035413454	"spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"
"PWY-6588"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00483749196136754	"BH"	0.0741748767409689	"pyruvate fermentation to acetone"
"PWY-6590"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0242278946790084	"BH"	0.135426763053738	"superpathway of Clostridium acetobutylicum acidogenic fermentation"
"PWY-6608"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0249165670544763	"BH"	0.135426763053738	"guanosine nucleotides degradation III"
"PWY-6609"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0557804290339375	"BH"	0.155888365171359	"adenine and adenosine salvage III"
"PWY-6612"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0964514977373819	"BH"	0.191587747778345	"superpathway of tetrahydrofolate biosynthesis"
"PWY-6628"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.190588129986415	"BH"	0.285340004926523	"superpathway of L-phenylalanine biosynthesis"
"PWY-6629"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.235983179196251	"BH"	0.307376003900929	"superpathway of L-tryptophan biosynthesis"
"PWY-6630"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.19040019618423	"BH"	0.285340004926523	"superpathway of L-tyrosine biosynthesis"
"PWY-6641"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0110468541047169	"BH"	0.100572400911693	"superpathway of sulfolactate degradation"
"PWY-6654"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.542528964773222	"BH"	0.563817259467059	"phosphopantothenate biosynthesis III"
"PWY-6690"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0251556608077776	"BH"	0.135426763053738	"cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate"
"PWY-6700"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.111949844673592	"BH"	0.20919012402354	"queuosine biosynthesis"
"PWY-6703"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.104808432521476	"BH"	0.199569869332832	"preQ0 biosynthesis"
"PWY-6708"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.116534987578891	"BH"	0.213525323152937	"ubiquinol-8 biosynthesis (prokaryotic)"
"PWY-6713"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.304110588821723	"BH"	0.364598977544837	"L-rhamnose degradation II"
"PWY-6728"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	1.51941438834755e-06	"BH"	0.000253466516391165	"methylaspartate cycle"
"PWY-6731"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.058644083406444	"BH"	0.155888365171359	"starch degradation III"
"PWY-6737"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0817502498301613	"BH"	0.176855738493963	"starch degradation V"
"PWY-6749"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0962419037251948	"BH"	0.191587747778345	"CMP-legionaminate biosynthesis I"
"PWY-6830"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.294616013710312	"BH"	0.359127469989976	"superpathway of methanogenesis"
"PWY-6876"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	3.37636366875374e-05	"BH"	0.00295094184649077	"isopropanol biosynthesis"
"PWY-6891"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.000101003587609513	"BH"	0.00498595694551964	"thiazole biosynthesis II (Bacillus)"
"PWY-6892"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	5.29137079226056e-07	"BH"	0.000168072320058288	"thiazole biosynthesis I (E. coli)"
"PWY-6895"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	6.24387566694398e-05	"BH"	0.0045476227774242	"superpathway of thiamin diphosphate biosynthesis II"
"PWY-6897"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0615552078284361	"BH"	0.1576428693458	"thiamin salvage II"
"PWY-6901"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.055969933258727	"BH"	0.155888365171359	"superpathway of glucose and xylose degradation"
"PWY-6906"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.789308385958286	"BH"	0.798443899684655	"chitin derivatives degradation"
"PWY-6919"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.254728532380866	"BH"	0.323304620876979	"neopentalenoketolactone and pentalenate biosynthesis"
"PWY-6942"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.327659674705193	"BH"	0.383880101464261	"dTDP-D-desosamine biosynthesis"
"PWY-6944"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.457572735072903	"BH"	0.492510554745958	"androstenedione degradation"
"PWY-6948"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.205899000933028	"BH"	0.290090503124073	"sitosterol degradation to androstenedione"
"PWY-6957"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.518917701235547	"BH"	0.543290701819078	"mandelate degradation to acetyl-CoA"
"PWY-6969"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0533266145138357	"BH"	0.155888365171359	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"
"PWY-6975"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.357820099298231	"BH"	0.410413079772511	"superpathway of erythromycin biosynthesis (without sugar biosynthesis)"
"PWY-6977"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.305373134034474	"BH"	0.365611122117987	"superpathway of erythromycin biosynthesis"
"PWY-6992"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.145794369671449	"BH"	0.24656912046785	"1,5-anhydrofructose degradation"
"PWY-6993"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.300961793054809	"BH"	0.362706143536136	"nicotine degradation II (pyrrolidine pathway)"
"PWY-7002"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.406740278458683	"BH"	0.452174252634896	"4-hydroxyacetophenone degradation"
"PWY-7003"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00284999594975962	"BH"	0.0579278246532538	"glycerol degradation to butanol"
"PWY-7007"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00624576801623409	"BH"	0.0802764889145382	"methyl ketone biosynthesis"
"PWY-7013"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.265268310823516	"BH"	0.332155449369274	"L-1,2-propanediol degradation"
"PWY-7024"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0674669469879139	"BH"	0.161109594719773	"superpathway of the 3-hydroxypropanoate cycle"
"PWY-7046"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.146091724708195	"BH"	0.24656912046785	"4-coumarate degradation (anaerobic)"
"PWY-7084"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.585718037750931	"BH"	0.60225595881684	"nitrifier denitrification"
"PWY-7090"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00424345986060879	"BH"	0.0738521328615582	"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"
"PWY-7094"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0231367872970101	"BH"	0.135426763053738	"fatty acid salvage"
"PWY-7097"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.29159332741007	"BH"	0.356437158260701	"vanillin and vanillate degradation I"
"PWY-7098"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.293119865231412	"BH"	0.357802740519908	"vanillin and vanillate degradation II"
"PWY-7106"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.31720905390483	"BH"	0.374649612314624	"erythromycin D biosynthesis"
"PWY-7110"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.355582798209019	"BH"	0.408382872056088	"superpathway of megalomicin A biosynthesis"
"PWY-7111"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0355947924873491	"BH"	0.152540710089889	"pyruvate fermentation to isobutanol (engineered)"
"PWY-7159"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0503279409160693	"BH"	0.155888365171359	"chlorophyllide a biosynthesis III (aerobic, light independent)"
"PWY-7184"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0876295234522631	"BH"	0.181488633879806	"pyrimidine deoxyribonucleotides de novo biosynthesis I"
"PWY-7187"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0060871272549007	"BH"	0.0794052122504958	"pyrimidine deoxyribonucleotides de novo biosynthesis II"
"PWY-7196"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0850595789605552	"BH"	0.180441922358071	"superpathway of pyrimidine ribonucleosides salvage"
"PWY-7197"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0421766023620949	"BH"	0.155888365171359	"pyrimidine deoxyribonucleotide phosphorylation"
"PWY-7198"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0453871721253665	"BH"	0.155888365171359	"pyrimidine deoxyribonucleotides de novo biosynthesis IV"
"PWY-7199"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.130759347779519	"BH"	0.230428968603862	"pyrimidine deoxyribonucleosides salvage"
"PWY-7200"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0762004332583187	"BH"	0.172450284562249	"superpathway of pyrimidine deoxyribonucleoside salvage"
"PWY-7208"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0680199894360704	"BH"	0.161544865548557	"superpathway of pyrimidine nucleobases salvage"
"PWY-7209"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.104773938097453	"BH"	0.199569869332832	"superpathway of pyrimidine ribonucleosides degradation"
"PWY-7210"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0478257340131031	"BH"	0.155888365171359	"pyrimidine deoxyribonucleotides biosynthesis from CTP"
"PWY-7211"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0632714820318312	"BH"	0.159192947125759	"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"
"PWY-7219"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0576248278161645	"BH"	0.155888365171359	"adenosine ribonucleotides de novo biosynthesis"
"PWY-722"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.849000618877315	"BH"	0.854869286749739	"nicotinate degradation I"
"PWY-7220"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0451947614881943	"BH"	0.155888365171359	"adenosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7221"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0446673305479912	"BH"	0.155888365171359	"guanosine ribonucleotides de novo biosynthesis"
"PWY-7222"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0457732886299839	"BH"	0.155888365171359	"guanosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7228"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0436929162329642	"BH"	0.155888365171359	"superpathway of guanosine nucleotides de novo biosynthesis I"
"PWY-7229"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0544921736556039	"BH"	0.155888365171359	"superpathway of adenosine nucleotides de novo biosynthesis I"
"PWY-7234"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0618025627816509	"BH"	0.1576428693458	"inosine-5'-phosphate biosynthesis III"
"PWY-7237"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0462975479791723	"BH"	0.155888365171359	"myo-, chiro- and scillo-inositol degradation"
"PWY-7242"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.072119748253132	"BH"	0.166753068712268	"D-fructuronate degradation"
"PWY-7254"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.339322383921862	"BH"	0.394897155190023	"TCA cycle VII (acetate-producers)"
"PWY-7255"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.071238243601431	"BH"	0.16515179020597	"ergothioneine biosynthesis I (bacteria)"
"PWY-7274"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.421021642733482	"BH"	0.461118942041433	"D-cycloserine biosynthesis"
