"feature"	"method"	"group1"	"group2"	"p_values"	"adj_method"	"p_adjust"	"description"
"PWY-5183"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.19215329700387"	"BH"	0.629782430930184	"superpathway of aerobic toluene degradation"
"PWY-5184"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0"	"BH"	0	"toluene degradation VI (anaerobic)"
"PWY-5188"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.713051460630179"	"BH"	0.961554959099865	"tetrapyrrole biosynthesis I (from glutamate)"
"PWY-5189"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.772232754317181"	"BH"	0.970908903824047	"tetrapyrrole biosynthesis II (from glycine)"
"PWY-5198"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.943285672794819"	"BH"	1	"factor 420 biosynthesis"
"PWY-5265"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.228125120909846"	"BH"	0.678133749467267	"peptidoglycan biosynthesis II (staphylococci)"
"PWY-5304"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.294284580276679"	"BH"	0.738245474058029	"superpathway of sulfur oxidation (Acidianus ambivalens)"
"PWY-5345"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.627094261893645"	"BH"	0.936053527759346	"superpathway of L-methionine biosynthesis (by sulfhydrylation)"
"PWY-5347"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.976359327870671"	"BH"	1	"superpathway of L-methionine biosynthesis (transsulfuration)"
"PWY-5384"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.345491532039852"	"BH"	0.783632177342986	"sucrose degradation IV (sucrose phosphorylase)"
"PWY-5392"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0241545188987182"	"BH"	0.217823650451246	"reductive TCA cycle II"
"PWY-5415"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0109832289459415"	"BH"	0.12306848844555	"catechol degradation I (meta-cleavage pathway)"
"PWY-5417"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.988536200121527"	"BH"	1	"catechol degradation III (ortho-cleavage pathway)"
"PWY-5419"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.451784206589268"	"BH"	0.853469361336739	"catechol degradation to 2-oxopent-4-enoate II"
"PWY-5420"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.150753147066653"	"BH"	0.558613272482708	"catechol degradation II (meta-cleavage pathway)"
"PWY-5430"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.848616633097819"	"BH"	0.982802555304009	"meta cleavage pathway of aromatic compounds"
"PWY-5431"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.988536200121527"	"BH"	1	"aromatic compounds degradation via &beta;-ketoadipate"
"PWY-5484"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.271281921274337"	"BH"	0.718776472899466	"glycolysis II (from fructose 6-phosphate)"
"PWY-5499"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1"	"BH"	1	"vitamin B6 degradation"
"PWY-5505"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.847695434075356"	"BH"	0.982802555304009	"L-glutamate and L-glutamine biosynthesis"
"PWY-5507"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.413057382974374"	"BH"	0.83602682613384	"adenosylcobalamin biosynthesis I (early cobalt insertion)"
"PWY-5509"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.410584878745134"	"BH"	0.834020415300388	"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I"
"PWY-5529"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.810619217230009"	"BH"	0.978752645090354	"superpathway of bacteriochlorophyll a biosynthesis"
"PWY-5531"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.716696473762101"	"BH"	0.961785341039343	"chlorophyllide a biosynthesis II (anaerobic)"
"PWY-5532"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.856113408061355"	"BH"	0.983489355073969	"adenosine nucleotides degradation IV"
"PWY-5647"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.443877383824049"	"BH"	0.850392231328977	"2-nitrobenzoate degradation I"
"PWY-5651"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.776623879972685"	"BH"	0.970908903824047	"L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde"
"PWY-5654"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.35135658064449"	"BH"	0.787937867302303	"2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate"
"PWY-5655"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.621183394093833"	"BH"	0.93602596924054	"L-tryptophan degradation IX"
"PWY-5656"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.861040904135096"	"BH"	0.984551920217737	"mannosylglycerate biosynthesis I"
"PWY-5659"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.867593498104414"	"BH"	0.986825504090653	"GDP-mannose biosynthesis"
"PWY-5667"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.747260481062254"	"BH"	0.969263183993328	"CDP-diacylglycerol biosynthesis I"
"PWY-5676"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0908907660194727"	"BH"	0.444950688019151	"acetyl-CoA fermentation to butanoate II"
"PWY-5677"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.210991446969497"	"BH"	0.65655788802271	"succinate fermentation to butanoate"
"PWY-5679"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00394970762266755"	"BH"	0.0579202090975074	"clavulanate biosynthesis"
"PWY-5686"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.746049521898923"	"BH"	0.969263183993328	"UMP biosynthesis"
"PWY-5695"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.656226165693552"	"BH"	0.94539835519148	"urate biosynthesis/inosine 5'-phosphate degradation"
"PWY-5705"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.938379699164352"	"BH"	0.998839896473099	"allantoin degradation to glyoxylate III"
"PWY-5741"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.298388908233276"	"BH"	0.742855789391996	"ethylmalonyl-CoA pathway"
"PWY-5743"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.758442135127533"	"BH"	0.970908903824047	"3-hydroxypropanoate cycle"
"PWY-5744"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.903302431236999"	"BH"	0.990382467155895	"glyoxylate assimilation"
"PWY-5747"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.775833921699927"	"BH"	0.970908903824047	"2-methylcitrate cycle II"
"PWY-5837"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0122533583297197"	"BH"	0.132761593142666	"1,4-dihydroxy-2-naphthoate biosynthesis I"
"PWY-5838"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0623750178796136"	"BH"	0.375108479083364	"superpathway of menaquinol-8 biosynthesis I"
"PWY-5840"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0258134370465517"	"BH"	0.225609439786862	"superpathway of menaquinol-7 biosynthesis"
"PWY-5845"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.095745329687527"	"BH"	0.456415478301517	"superpathway of menaquinol-9 biosynthesis"
"PWY-5850"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.095745329687527"	"BH"	0.456415478301517	"superpathway of menaquinol-6 biosynthesis I"
"PWY-5855"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.3689794680009"	"BH"	0.802471779418816	"ubiquinol-7 biosynthesis (prokaryotic)"
"PWY-5856"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.3689794680009"	"BH"	0.802471779418816	"ubiquinol-9 biosynthesis (prokaryotic)"
"PWY-5857"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.3689794680009"	"BH"	0.802471779418816	"ubiquinol-10 biosynthesis (prokaryotic)"
"PWY-5860"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0758325115602425"	"BH"	0.402821809787188	"superpathway of demethylmenaquinol-6 biosynthesis I"
"PWY-5861"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.028157672001101"	"BH"	0.236027544715111	"superpathway of demethylmenaquinol-8 biosynthesis"
"PWY-5862"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0758325115602425"	"BH"	0.402821809787188	"superpathway of demethylmenaquinol-9 biosynthesis"
"PWY-5863"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0117824253516685"	"BH"	0.12915350866252	"superpathway of phylloquinol biosynthesis"
"PWY-5896"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.095745329687527"	"BH"	0.456415478301517	"superpathway of menaquinol-10 biosynthesis"
"PWY-5897"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0392603548937545"	"BH"	0.292272934942952	"superpathway of menaquinol-11 biosynthesis"
"PWY-5898"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0392603548937545"	"BH"	0.292272934942952	"superpathway of menaquinol-12 biosynthesis"
"PWY-5899"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0392603548937545"	"BH"	0.292272934942952	"superpathway of menaquinol-13 biosynthesis"
"PWY-5910"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.000446502450607289"	"BH"	0.00969146875407543	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"
"PWY-5913"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.381353058788014"	"BH"	0.813462186903818	"TCA cycle VI (obligate autotrophs)"
"PWY-5918"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.478297051470818"	"BH"	0.865965320751623	"superpathay of heme biosynthesis from glutamate"
"PWY-5920"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.2915782607613"	"BH"	0.737694894069078	"superpathway of heme biosynthesis from glycine"
"PWY-5941"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.000974157516423491"	"BH"	0.0179370857307752	"glycogen degradation II (eukaryotic)"
"PWY-5971"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.65231143925513"	"BH"	0.943074875235416	"palmitate biosynthesis II (bacteria and plants)"
"PWY-5973"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.512611744297913"	"BH"	0.888687770634489	"cis-vaccenate biosynthesis"
"PWY-5989"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0285747807229464"	"BH"	0.238912866886369	"stearate biosynthesis II (bacteria and plants)"
"PWY-6071"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0341988368582697"	"BH"	0.267357591108713	"superpathway of phenylethylamine degradation"
"PWY-6107"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.429364322922135"	"BH"	0.844176105805217	"chlorosalicylate degradation"
"PWY-6121"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.858620694230984"	"BH"	0.983789311428789	"5-aminoimidazole ribonucleotide biosynthesis I"
"PWY-6122"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.796738789030047"	"BH"	0.975461853211049	"5-aminoimidazole ribonucleotide biosynthesis II"
"PWY-6123"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.753765212885628"	"BH"	0.970646559454354	"inosine-5'-phosphate biosynthesis I"
"PWY-6125"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.569646076015573"	"BH"	0.915427807865183	"superpathway of guanosine nucleotides de novo biosynthesis II"
"PWY-6126"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.654216058919101"	"BH"	0.944370461619623	"superpathway of adenosine nucleotides de novo biosynthesis II"
"PWY-6141"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1"	"BH"	1	"archaetidylserine and archaetidylethanolamine biosynthesis"
"PWY-6147"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.464841275769912"	"BH"	0.85569264063765	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"
"PWY-6148"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.805103806378531"	"BH"	0.978720752557556	"tetrahydromethanopterin biosynthesis"
"PWY-6151"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.421900800476888"	"BH"	0.842644651775137	"S-adenosyl-L-methionine cycle I"
"PWY-6163"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.701239636407108"	"BH"	0.961554959099865	"chorismate biosynthesis from 3-dehydroquinate"
"PWY-6165"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.761628001367278"	"BH"	0.970908903824047	"chorismate biosynthesis II (archaea)"
"PWY-6167"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.595593636666653"	"BH"	0.928737404197551	"flavin biosynthesis II (archaea)"
"PWY-6174"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.861568151950652"	"BH"	0.984756623546037	"mevalonate pathway II (archaea)"
"PWY-6182"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.972235790050393"	"BH"	1	"superpathway of salicylate degradation"
"PWY-6185"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.658480336652724"	"BH"	0.946274817555497	"4-methylcatechol degradation (ortho cleavage)"
"PWY-621"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1.32279758258136e-08"	"BH"	7.74190906591144e-07	"sucrose degradation III (sucrose invertase)"
"PWY-6210"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0453393147253411"	"BH"	0.31583337728439	"2-aminophenol degradation"
"PWY-622"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.878507601446818"	"BH"	0.988519174261056	"starch biosynthesis"
"PWY-6263"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.370766729513285"	"BH"	0.803212710913544	"superpathway of menaquinol-8 biosynthesis II"
"PWY-6269"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.426471352649884"	"BH"	0.843599688133449	"adenosylcobalamin salvage from cobinamide II"
"PWY-6277"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.796738789030047"	"BH"	0.975461853211049	"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"PWY-6282"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0284328847868858"	"BH"	0.238030089116266	"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"
"PWY-6317"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.614389300480901"	"BH"	0.935498690976145	"galactose degradation I (Leloir pathway)"
"PWY-6338"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.141764161486399"	"BH"	0.541639503999775	"superpathway of vanillin and vanillate degradation"
"PWY-6339"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.484128868513762"	"BH"	0.869538163723373	"syringate degradation"
"PWY-6349"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.501931705937651"	"BH"	0.883418727104069	"CDP-archaeol biosynthesis"
"PWY-6350"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.528444633068255"	"BH"	0.893597826268786	"archaetidylinositol biosynthesis"
"PWY-6353"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.352606865041474"	"BH"	0.788852559845345	"purine nucleotides degradation II (aerobic)"
"PWY-6383"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00138558302290304"	"BH"	0.0242199912403451	"mono-trans, poly-cis decaprenyl phosphate biosynthesis"
"PWY-6385"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.462857286723645"	"BH"	0.85569264063765	"peptidoglycan biosynthesis III (mycobacteria)"
"PWY-6386"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.41720301684467"	"BH"	0.838564316365285	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"
"PWY-6387"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.520084446086156"	"BH"	0.893267681733962	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"
"PWY-6396"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.925462736247361"	"BH"	0.996126147143096	"superpathway of 2,3-butanediol biosynthesis"
"PWY-6397"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.403588374177996"	"BH"	0.828019340449691	"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6404"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.351159157441701"	"BH"	0.787764639640777	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6467"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.119025285284471"	"BH"	0.506216133750269	"Kdo transfer to lipid IVA III (Chlamydia)"
"PWY-6470"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0665520809024172"	"BH"	0.381729656353171	"peptidoglycan biosynthesis V (&beta;-lactam resistance)"
"PWY-6471"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0124200995827137"	"BH"	0.134346126674403	"peptidoglycan biosynthesis IV (Enterococcus faecium)"
"PWY-6478"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.126857926626667"	"BH"	0.518542233490676	"GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"
"PWY-6505"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0851200929435154"	"BH"	0.429201699419033	"L-tryptophan degradation XII (Geobacillus)"
"PWY-6507"	"metagenomeSeq"	"Equine+c"	"Ovine"	"2.47948148039967e-05"	"BH"	0.000792829322147309	"4-deoxy-L-threo-hex-4-enopyranuronate degradation"
"PWY-6519"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.298099064882091"	"BH"	0.74241617412694	"8-amino-7-oxononanoate biosynthesis I"
"PWY-6545"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.307204406584596"	"BH"	0.753357607617668	"pyrimidine deoxyribonucleotides de novo biosynthesis III"
"PWY-6562"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.621445758244653"	"BH"	0.93602596924054	"norspermidine biosynthesis"
"PWY-6572"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.830541107267091"	"BH"	0.979302035874782	"chondroitin sulfate degradation I (bacterial)"
"PWY-6581"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.25376722875464"	"BH"	0.700397551362806	"spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"
"PWY-6588"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.234224074977464"	"BH"	0.682979898343984	"pyruvate fermentation to acetone"
"PWY-6590"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.740608094395715"	"BH"	0.968144096946573	"superpathway of Clostridium acetobutylicum acidogenic fermentation"
"PWY-6608"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.618567557363741"	"BH"	0.93602596924054	"guanosine nucleotides degradation III"
"PWY-6609"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.234932465786561"	"BH"	0.683525216702578	"adenine and adenosine salvage III"
"PWY-6612"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.957640936122885"	"BH"	1	"superpathway of tetrahydrofolate biosynthesis"
"PWY-6628"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.460935951218728"	"BH"	0.85569264063765	"superpathway of L-phenylalanine biosynthesis"
"PWY-6629"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.459338908027204"	"BH"	0.85569264063765	"superpathway of L-tryptophan biosynthesis"
"PWY-6630"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.462715226484537"	"BH"	0.85569264063765	"superpathway of L-tyrosine biosynthesis"
"PWY-6641"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.601583903826161"	"BH"	0.93145836345196	"superpathway of sulfolactate degradation"
"PWY-6654"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.605363959852387"	"BH"	0.932174725000629	"phosphopantothenate biosynthesis III"
"PWY-6690"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0232023811064417"	"BH"	0.211826752301846	"cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate"
"PWY-6700"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.42598951919854"	"BH"	0.843599688133449	"queuosine biosynthesis"
"PWY-6703"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.565127143616328"	"BH"	0.912166756571155	"preQ0 biosynthesis"
"PWY-6708"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.3689794680009"	"BH"	0.802471779418816	"ubiquinol-8 biosynthesis (prokaryotic)"
"PWY-6713"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.459362622508367"	"BH"	0.85569264063765	"L-rhamnose degradation II"
"PWY-6728"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1.87115103662538e-05"	"BH"	0.00061946439621613	"methylaspartate cycle"
"PWY-6731"	"metagenomeSeq"	"Equine+c"	"Ovine"	"4.65441907238073e-10"	"BH"	3.24571457653784e-08	"starch degradation III"
"PWY-6737"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.244671479598123"	"BH"	0.693356687850606	"starch degradation V"
"PWY-6749"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.23334957531618"	"BH"	0.682322251253846	"CMP-legionaminate biosynthesis I"
"PWY-6830"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.701981769342982"	"BH"	0.961554959099865	"superpathway of methanogenesis"
"PWY-6876"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.803741991277261"	"BH"	0.978720752557556	"isopropanol biosynthesis"
"PWY-6891"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00503627499169679"	"BH"	0.0706911832346305	"thiazole biosynthesis II (Bacillus)"
"PWY-6892"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.000264393266421026"	"BH"	0.00618963521924938	"thiazole biosynthesis I (E. coli)"
"PWY-6895"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.0128820552268081"	"BH"	0.137080961057999	"superpathway of thiamin diphosphate biosynthesis II"
"PWY-6897"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.937056934646108"	"BH"	0.998839896473099	"thiamin salvage II"
"PWY-6901"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.855567287325854"	"BH"	0.983489355073969	"superpathway of glucose and xylose degradation"
"PWY-6906"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.010376644478624"	"BH"	0.117883716737228	"chitin derivatives degradation"
"PWY-6919"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.168150802067589"	"BH"	0.590374133665263	"neopentalenoketolactone and pentalenate biosynthesis"
"PWY-6942"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1"	"BH"	1	"dTDP-D-desosamine biosynthesis"
"PWY-6944"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.868967027518233"	"BH"	0.987531009948339	"androstenedione degradation"
"PWY-6948"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.245995820557222"	"BH"	0.694540129247324	"sitosterol degradation to androstenedione"
"PWY-6957"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.224190829560311"	"BH"	0.674424455148159	"mandelate degradation to acetyl-CoA"
"PWY-6969"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.818439080225932"	"BH"	0.979302035874782	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"
"PWY-6975"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1"	"BH"	1	"superpathway of erythromycin biosynthesis (without sugar biosynthesis)"
"PWY-6977"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1"	"BH"	1	"superpathway of erythromycin biosynthesis"
"PWY-6992"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.650514790505248"	"BH"	0.942423093265942	"1,5-anhydrofructose degradation"
"PWY-6993"	"metagenomeSeq"	"Equine+c"	"Ovine"	"2.67780279950003e-07"	"BH"	1.27195632976251e-05	"nicotine degradation II (pyrrolidine pathway)"
"PWY-7002"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.228124394925715"	"BH"	0.678133749467267	"4-hydroxyacetophenone degradation"
"PWY-7003"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.258990469154039"	"BH"	0.707302785014298	"glycerol degradation to butanol"
"PWY-7007"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.00396552725806254"	"BH"	0.0580223910191963	"methyl ketone biosynthesis"
"PWY-7013"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.415092856262813"	"BH"	0.837664080687433	"L-1,2-propanediol degradation"
"PWY-7024"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.748449873590316"	"BH"	0.969263183993328	"superpathway of the 3-hydroxypropanoate cycle"
"PWY-7046"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.402757122356516"	"BH"	0.827689552066321	"4-coumarate degradation (anaerobic)"
"PWY-7084"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.339696543948613"	"BH"	0.780207023680153	"nitrifier denitrification"
"PWY-7090"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.113510214940177"	"BH"	0.495939769477235	"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"
"PWY-7094"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.726559996773543"	"BH"	0.963624241773397	"fatty acid salvage"
"PWY-7097"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.141764161486399"	"BH"	0.541639503999775	"vanillin and vanillate degradation I"
"PWY-7098"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.143781581867986"	"BH"	0.545421452051301	"vanillin and vanillate degradation II"
"PWY-7106"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1"	"BH"	1	"erythromycin D biosynthesis"
"PWY-7110"	"metagenomeSeq"	"Equine+c"	"Ovine"	"1"	"BH"	1	"superpathway of megalomicin A biosynthesis"
"PWY-7111"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.690960150362673"	"BH"	0.961149626658825	"pyruvate fermentation to isobutanol (engineered)"
"PWY-7159"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.716696473762101"	"BH"	0.961785341039343	"chlorophyllide a biosynthesis III (aerobic, light independent)"
"PWY-7184"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.7606797675974"	"BH"	0.970908903824047	"pyrimidine deoxyribonucleotides de novo biosynthesis I"
"PWY-7187"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.579211379338061"	"BH"	0.920866017841618	"pyrimidine deoxyribonucleotides de novo biosynthesis II"
"PWY-7196"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.817886349079921"	"BH"	0.979302035874782	"superpathway of pyrimidine ribonucleosides salvage"
"PWY-7197"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.557198382292125"	"BH"	0.907718897278506	"pyrimidine deoxyribonucleotide phosphorylation"
"PWY-7198"	"metagenomeSeq"	"Equine+c"	"Ovine"	"0.625721987412138"	"BH"	0.936053527759346	"pyrimidine deoxyribonucleotides de novo biosynthesis IV"
